Account No,Organisation,City,Country,Region,Access,C40,Reporting year,Risks to city’s water supply,​Timescale,Magnitude,Risk description,Current population,Population year,City location,Country location
59535,"Town of Vail, CO","Vail, CO",USA,North America,Public,,2017,Declining water quality,Current,Extremely serious,Listed 303(d) river and many in similar mountain resort communities and urban areas.,5305,2010,"(39.6403, -106.3742)","(37.09024, -95.712891)"
57347,Pingtung County Government,Pingtung ,Taiwan,East Asia,Public,,2017,Declining water quality,Current,Less serious,The water supply ability of Mudan reservoir is almost saturation. The water shortage in high land area occur easily during the holidays.,835792,2016,"(22.6558, 120.4703)","(23.69781, 120.960515)"
54395,Taoyuan City Government,Taoyuan,Taiwan,East Asia,Public,,2017,Declining water quality,Current,Serious,"Due to the increase number of severe typhoons developed in tropical area, the intense and continuous rainfall lead to flooding on main roads and residential areas.",2153521,2017,"(24.993113, 121.301028)","(23.6978, 120.9605)"
31156,Municipality of Curitiba,Curitiba,Brazil,Latin America,Public,C40,2017,Declining water quality,Medium-term,Serious,"Since most of the water supply for Curitiba comes from the Metropolitan Region and most of those cities are not fully engaged on preparing for climate change, there are serious risks.",1751907,2010,"(-25.431063, -49.264693)","(-14.235004, -51.92528)"
60656,"City of Piedmont, CA","Piedmont, CA",USA,North America,Public,,2017,Declining water quality,Medium-term,Less serious,"While Piedmont does not have any flood plains, some of the hilly areas may be prone to landslides. These are especially troubling during long periods of drought followed by heavy rains where flooding and land movement are likely since the ground is very dry and not able to absorb runoff efficiently.",11082,2013,"(37.8244, -122.2316)","(37.09024, -95.712891)"
43914,City of Charlotte,Charlotte,USA,North America,Public,,2017,Declining water quality,Long-term,Serious,"Two million people, including residents of Charlotte, depend on the Catawba-Wateree River Basin for safe, drinking water. Studies have indicated that as the population continues to grow in the area, and changes occur in the local environment, the Basin's capacity will not be able to support new water users in the long term. This would negatively impact the region's ability to grow the economy and population.",809958,2014,"(35.2271, -80.8431)","(37.09024, -95.712891)"
43907,City of Indianapolis,Indianapolis,USA,North America,Public,,2017,Declining water quality,Short-term,Serious,"A report by the Indiana Chamber of Commerce revealed that even without the effects of climate change the state, and specifically the central Indiana region (i.e. Indianapolis) will be likely to have severe water shortage problems by 2030. http://share.indianachamber.com/media/WaterStudyReport2014LoRes.pdf",853000,2015,"(39.767625, -86.178469)","(37.09024, -95.712891)"
59298,City of Yaoundé 6,Yaoundé 6,Cameroon,Africa,Public,,2017,Flooding,Current,Serious,Les inondations affectent la majorité de la population et causent d'énormes dégâts matériels,324734,2010,"(3.861811, 11.519078)","(7.369722, 12.354722)"
36002,Ville de Kinshasa,Ville de Kinshasa,Democratic Republic of Congo,Africa,Public,,2017,Flooding,Current,Extremely serious,"inundations cause infrastructure and ecosystem degradation, pollution  of the environment.",10000000,2017,"(-4.441931, 15.266293)","(-4.038333, 21.758664)"
54128,City of Reno,Reno,USA,North America,Public,,2017,Declining water quality,Long-term,Serious,"Concerns related to flood events include:
 Under-designed flood control infrastructures
 Flood plain expansion into fuel storage facilities (e.g., Sparks tank farm) and sewage treatment plants (TMWRF)
 Extensive damages to storm drain networks
 Repeated damage to the water, gas, and sewer infrastructure and eventual removal of the infrastructure from operation
 Disruption of regional ground, rail and air transportation
 Insufficient land use planning to protect residences and businesses within identified flood inundation areas
 Expanded and more severe environmental contamination, which will be more costly to mitigate and remove
 Geomorphic alteration and water quality degradation on the Truckee River, major and minor streams and terminal lakes
 Shortened recurrence intervals of main stem Truckee River events and development of floods during above average water year runoff",236995,2014,"(39.5296, -119.8138)","(37.09024, -95.712891)"
58310,City of Roanoke,Roanoke,USA,North America,Public,,2017,Declining water quality,Short-term,Serious,"The newly created stormwater fee is being used to improve infrastructure, sustainable practices are being employed as much as possible",98465,2013,"(37.271, -79.9414)","(37.09024, -95.712891)"
49335,Metropolitan Government of Nashville and Davidson County,Nashville and Davidson ,USA,North America,Public,,2017,Declining water quality,Current,Serious,Will require significant investment to update to modern infrastructure.,678889,2015,"(36.1627, -86.7816)","(37.09024, -95.712891)"
63607,Alcaldía de Córdoba,"Córdoba, Venezuela",Venezuela,Latin America,Public,,2017,Declining water quality,Current,Extremely serious,ACUEDUCTOS RURALES VIEJOS E INADECUADOS,35374,2011,"(7.5447, -72.2837)","(6.42375, -66.58973)"
54100,"City of Columbia, MO","Columbia, MO",USA,North America,Public,,2017,Declining water quality,Medium-term,Less serious,"The McBaine wells are somewhat susceptible to contamination from nearby sources, since groundwater flows relatively freely through the sand and gravel aquifer.

Although our wells are not under the direct influence of surface water, they are influenced to some degree by surface phenomena. Therefore, we must exercise caution with regard to land use in the McBaine bottoms area.

As previously outlined, the SWP Task Force identified seven potential threats to the ground water in the McBaine bottoms:
1. Malicious tampering with individual source water (or nearby monitoring wells)
2. Use of pesticides, herbicides, and fertilizers
3. Seepage from the City of Columbia wastewater treatment wetlands
4. Groundwater migration from under the Eagle Bluffs conservation wetlands
5. Infiltration from the Missouri River
6. Future activities in the McBaine bottoms area
7. Petroleum pipelines through the well field",119098,2017,"(38.951705, -92.334072)","(37.09024, -95.712891)"
54100,"City of Columbia, MO","Columbia, MO",USA,North America,Public,,2017,Declining water quality,,,,119098,2017,"(38.951705, -92.334072)","(37.09024, -95.712891)"
54100,"City of Columbia, MO","Columbia, MO",USA,North America,Public,,2017,Declining water quality,,,,119098,2017,"(38.951705, -92.334072)","(37.09024, -95.712891)"
54066,City of Fort Collins,Fort Collins,USA,North America,Public,,2017,Declining water quality,,Less serious,"Historically, the Fort Collins water supply has been at risk from wildfire and the often associated flooding. It is anticipated that these types of events will continue in the future and be further exacerbated by climate change.",161000,2016,"(40.5853, 105.0844)","(37.09024, -95.712891)"
59631,"City of San Leandro, CA","San Leandro, CA",USA,North America,Public,,2017,Declining water quality,Medium-term,Less serious,"per EBMUD (see above): 

Decrease in springtime runoff / increase in wintertime runoff",88441,2015,"(37.72493, -122.156077)","(37.09024, -95.712891)"
59633,"City of Santa Cruz, CA","Santa Cruz, CA",USA,North America,Public,,2017,Declining water quality,Long-term,Extremely serious,Causes infrastructure damage to water supply in rainy seasons.,64220,2015,"(36.974117, -122.030796)","(37.09024, -95.712891)"
53921,"City of Tempe, AZ","Tempe, AZ",USA,North America,Public,,2017,Declining water quality,Short-term,Less serious,"Climate change is expected to cause an increase in extreme weather events, such as haboobs. The city's infrastructure already struggles to handle the flooding that occurs with these events, which cause transportation issues, potential health risks, and a decrease in emergency response time.",175826,2015,"(33.42551, -111.940005)","(37.09024, -95.712891)"
55801,City of West Palm Beach,West Palm Beach,USA,North America,Public,,2017,Declining water quality,Short-term,Serious,We have seen increases in reports of flooding.,106779,2016,"(26.715342, -80.053375)","(37.09024, -95.712891)"
54348,The Local Government of Quezon City,Quezon ,Philippines,South Asia and Oceania,Public,C40,2017,Other,Current,Serious,,3005413,2017,"(15.6835, 120.86176)","(12.879721, 121.774017)"
31176,Prefeitura do Rio de Janeiro,Rio de Janeiro,Brazil,Latin America,Public,C40,2017,Declining water quality,Current,Extremely serious,Around 40% of potable water supplied by the state company is lost due to leakages and illegal connections.,6498837,2016,"(-22.9054389, -43.5614471)","(-14.235004, -51.92528)"
31171,Ayuntamiento de Madrid,Madrid,Spain,Europe,Public,C40,2017,Declining water quality,Medium-term,Serious,The expected reduction in precipitations could cause temporary water supply restrictions,3165883,2016,"(40.1076253, -3.3875673)","(40.463667, -3.74922)"
68387,Prefeitura de Miracema,Miracema,Brazil,Latin America,Public,,2017,Flooding,,,,26843,2010,"(-21.40811, -42.186194)","(-14.235004, -51.92528)"
35475,City of Calgary,Calgary,Canada,North America,Public,,2017,Flooding,Current,Extremely serious,"Flood protection for existing areas within the City.  A significant portion of developed areas exist within the known flood hazard area, including downtown area which experiences severe groundwater flooding.",1235055,2016,"(51.048615, -114.070846)","(56.130366, -106.346771)"
35475,City of Calgary,Calgary,Canada,North America,Public,,2017,Flooding,Current,Extremely serious,Increased intensity and quantity for a given rainfall event will increase with climate change and will result in more flooding due to drainage infrastructure capacity.  This also impacts river water quality for downstream communities.,1235055,2016,"(51.048615, -114.070846)","(56.130366, -106.346771)"
50568,City of Saskatoon,Saskatoon,Canada,North America,Public,,2017,Flooding,Short-term,Extremely serious,,265300,2016,"(52.133214, -106.670046)","(56.130366, -106.346771)"
59669,City of North Vancouver,North Vancouver,Canada,North America,Public,,2017,Flooding,Medium-term,Serious,"Flooding of public and private property and development impacts due to more intense precipitation, sea level rise and storm sewer overflow could cause disruption of sewerage and drainage systems, which could impact water quality.",52898,2016,"(49.32, -123.0724)","(56.130366, -106.346771)"
58543,Byron Shire Council,Byron Shire,Australia,South Asia and Oceania,Public,,2017,Flooding,Medium-term,Less serious,"Increased flash flooding is likely, which can lead to water pollution.",29209,2011,"(-28.6534, 153.5334)","(-25.274398, 133.775136)"
35897,Municipality of Campinas,Campinas,Brazil,Latin America,Public,,2017,Flooding,Current,Extremely serious,"Campinas is part of a metropolitan region with a high degree of urbanization and intense water demand. As a consequence of unplanned urbanization, the city is in an impending water stress. Campinas is also characterized by a high per capita consumption of water.",1142620,2016,"(-22.744027, -46.937174)","(-14.235004, -51.92528)"
54402,City of Lahti,Lahti,Finland,Europe,Public,,2017,Flooding,Medium-term,Less serious,"If long dry times in spring and summer, reduced water supply and damage to natural ecosystems",119452,2016,"(60.9833, 25.65)","(61.92411, 25.748151)"
35897,Municipality of Campinas,Campinas,Brazil,Latin America,Public,,2017,Flooding,Short-term,Serious,"The price of water supply in Campinas has at least 2 components: not only the cost of treatment but also the cost of catchment itself. That's because Campinas is inserted in a watershed that already charges for water use since 2006. Worsening water quality increases the cost of treatment and greater water stress raises the cost of catchment, as it puts more pressure on a scarce resource of great economic value.",1142620,2016,"(-22.744027, -46.937174)","(-14.235004, -51.92528)"
